index,facility_name,source_facility_type,odhf_facility_type,provider,unit,street_no,street_name,postal_code,city,province,source_format_str_address,csdname,csduid,pruid,latitude,longitude,geometry
8695,kincaid primary health centre,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0H2J0,kincaid,sk,kincaid sk s0h 2j0,Kincaid,,47,,,
8696,kindersley and district health centre,hospital,Hospitals,Saskatchewan Health Authorities,,1003,1 street w,S0L1S2,kindersley,sk,"1003 1st street west kindersley, sk s0l 1s2",Kindersley,4713008,47,51.470914,-109.164471,POINT (-109.164471 51.470914)
8697,kindersley hospital,general,Hospitals,Public Health Agency of Canada,,1003,1 st w,S0L1S2,kindersley,sk,1003 - 1st st. w. kindersley sk s0l 1s2,Kindersley,4713008,47,51.470908,-109.164454,POINT (-109.164454 51.470908)
8698,kinistino primary health care clinic,primary care clinic,Ambulatory health care services,Saskatchewan Health Authorities,,401,meyers ave,S0J1H0,kinistino,sk,"401 meyers ave kinistino, sk s0j1h0",Kinistino,4715074,47,52.951881,-105.025515,POINT (-105.025515 52.951881)
8699,kipling integrated health centre,health centre,Hospitals,Saskatchewan Health Authorities,,906,industrial drive,S0G2S0,kipling,sk,"906 industrial drive kipling, sk s0g 2s0",Kipling,4705016,47,50.101613,-102.641269,POINT (-102.641269 50.101613)
8700,kipling medical clinic,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,,200,4 street,S0G2S0,kipling,sk,"200 4th street kipling, sk s0g 2s0",Kipling,4705016,47,50.09823,-102.624357,POINT (-102.624357 50.09823)
8701,kipling memorial health centre,general,Hospitals,Public Health Agency of Canada,,803,1 st,S0G2S0,kipling,sk,803 1st st. kipling sk s0g 2s0,Kipling,4705016,47,50.1023016,-102.6381096,POINT (-102.6381096 50.1023016)
8702,kipling mental health clinic,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0G2S0,kipling,sk,"kipling, sk s0g 2s0",Kipling,,47,,,
8703,kipling primary health clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,200,4 street s,S0G2S0,kipling,sk,"200 4th street s kipling, sk s0g 2s0",Kipling,4705016,47,50.098329,-102.624187,POINT (-102.624187 50.098329)
8704,kipling public health,,Ambulatory health care services,Saskatchewan Health Authorities,,128,4 street,S0G2S0,kipling,sk,"128 4th street kipling, sk s0g 2s0",Kipling,,47,,,
8705,kliniek on main,walk-in clinic,Ambulatory health care services,Saskatchewan Health Authorities,,351,main street,S6H0W2,moose jaw,sk,"351 main street moose jaw, sk s6h 0w2",Moose Jaw,4707039,47,50.393554,-105.534454,POINT (-105.534454 50.393554)
8706,kyle district health centre,hospital,Hospitals,Saskatchewan Health Authorities,,208,3 avenue e,S0L1T0,kyle,sk,"208 3rd avenue east kyle, sk s0l 1t0",Kyle,4708044,47,50.827972,-108.037257,POINT (-108.037257 50.827972)
8707,kyle health centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0L1T0,kyle,sk,,Kyle,,47,,,
8708,l. gervais memorial health centre,,Ambulatory health care services,Saskatchewan Health Authorities,,100,1 avenue n,S0M1A0,goodsoil,sk,"100 - 1st avenue north goodsoil, sk s0m 1a0",Turtleford,4717041,47,53.387999,-108.962519,POINT (-108.962519 53.387999)
8709,l. gervais memorial health centre - goodsoil,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0M1A0,goodsoil,sk,,Goodsoil,,47,,,
8710,la loche health centre,community health centre,Hospitals,Saskatchewan Health Authorities,,,dene rd,S0M1G0,la loche,sk,"dene rd, la loche, sk s0m 1g0 la loche sk, s0m 1g0",La Loche,4718074,47,56.491177,-109.450785,POINT (-109.450785 56.491177)
8711,la ronge health centre,general,Hospitals,Public Health Agency of Canada,,227,backlund st,S0J1L0,la ronge,sk,227 backlund st. la ronge sk s0j 1l0,La Ronge,4718041,47,55.105254,-105.28969,POINT (-105.28969 55.105254)
8712,lady minto health care center,,,Saskatchewan Health Authorities,,1513,1 avenue s,S0M0V0,edam,sk,"1513 - 1st avenue south edam, sk s0m 0v0",Edam,4717011,47,53.18399,-108.766409,POINT (-108.766409 53.18399)
8713,lady minto health care centre - edam,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0M0V0,edam,sk,,Edam,,47,,,
8714,lafleche and district health centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0H2K0,lafleche,sk,,Lafleche,,47,,,
8715,lake health centre & special care home,general,Hospitals,Public Health Agency of Canada,,510,2 st,S0M1L0,loon lake,sk,510 2nd st. loon lake sk s0m 1l0,Loon Lake,4717058,47,54.027538,-109.158882,POINT (-109.158882 54.027538)
8716,lakeside home - wolseley,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0G5H0,wolseley,sk,,Wolseley,,47,,,
8717,lakeside manor care home,longterm care,Nursing and residential care facilities,Saskatchewan Health Authorities,,101,crescent lake road,S0A3R0,saltcoats,sk,"101 crescent lake road saltcoats, sk s0a 3r0",Saltcoats,4705078,47,51.038146,-102.160342,POINT (-102.160342 51.038146)
8718,lakeside manor care home - saltcoats,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0A3R0,saltcoats,sk,,Saltcoats,,47,,,
8719,lakeview pioneer lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0K4P0,wakaw,sk,"wakaw, sk s0k 4p0",Wakaw,4715042,47,52.651206,-105.745998,POINT (-105.745998 52.651206)
8720,lampman community health centre,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,,,309-2 avenue,S0C1N0,lampman,sk,"309-2nd avenue lampman, sk s0c 1n0",Lampman,4701032,47,49.378534,-102.758982,POINT (-102.758982 49.378534)
8721,lampman health center,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0C1N0,lampman,sk,,Lampman,,47,,,
8722,langenburg health care complex,,Ambulatory health care services,Saskatchewan Health Authorities,,200,heritage drive,S0A2A0,langenburg,sk,"200 heritage drive langenburg, sk s0a 2a0",Quinton,4710028,47,51.386844,-104.414514,POINT (-104.414514 51.386844)
8723,langenburg home care office,,Nursing and residential care facilities,Saskatchewan Health Authorities,,200,heritage drive,S0A2A0,langenburg,sk,"200 heritage drive langenburg, sk s0a 2a0",Quinton,4710028,47,51.386844,-104.414514,POINT (-104.414514 51.386844)
8724,langenburg public health office,,Ambulatory health care services,Saskatchewan Health Authorities,,200,heritage drive,S0A2A0,langenburg,sk,"200 heritage drive langenburg, sk s0a 2a0",Quinton,4710028,47,51.386844,-104.414514,POINT (-104.414514 51.386844)
8725,langham senior citizen's home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,140,main st e,S0K2L0,langham,sk,"140 main st. e. langham, sk s0k 2l0",Langham,4711067,47,52.360344,-106.960403,POINT (-106.960403 52.360344)
8726,lanigan hospital,hospital,Hospitals,Saskatchewan Health Authorities,,36,downing street e,S0K2M0,lanigan,sk,"36 downing street e. (box 609) lanigan, sk s0k 2m0",Lanigan,4711049,47,51.851472,-105.023947,POINT (-105.023947 51.851472)
8727,last mountain pioneer home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0G4V0,strasbourg,sk,"strasbourg, sk s0g 4v0",Strasbourg,4706074,47,51.072214,-104.958274,POINT (-104.958274 51.072214)
8728,last mountain pioneer home - strasbourg,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0G4V0,strasbourg,sk,,Strasbourg,,47,,,
8729,leader and district integrated healthcare facility,hospital,Hospitals,Saskatchewan Health Authorities,,400,1 street w,S0N1H0,leader,sk,"400 1st street west leader, sk s0n 1h0",Leader,4708058,47,50.890917,-109.541118,POINT (-109.541118 50.890917)
8730,leader hospital,general,Hospitals,Public Health Agency of Canada,,423,main st e,S0N1H0,leader,sk,423 main st. e. leader sk s0n 1h0,Leader,4708058,47,50.890964,-109.541368,POINT (-109.541368 50.890964)
8731,leoville medical clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,,1 ave,S0J1N0,leoville,sk,"1st ave leoville, sk s0j 1n0",Leoville,4716061,47,53.629951,-107.549492,POINT (-107.549492 53.629951)
8732,leroy community health & social centre,community health centre,Hospitals,Saskatchewan Health Authorities,,2po,leroy sk sok,,,sk,"leroy, sk sok 2po",Leroy,4710058,47,52.001224,-104.737,POINT (-104.737 52.001224)
8733,lifelabs - albert park,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,3984,albert street,,regina,sk,3984 albert street regina sk,Regina,4706027,47,50.416136,-104.619194,POINT (-104.619194 50.416136)
8734,lifelabs - gardiner park,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,372,university park drive,,regina,sk,372 university park drive regina sk,Regina,4706027,47,50.43562,-104.556052,POINT (-104.556052 50.43562)
8735,lifelabs - normanview crossing,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,344,mccarthy blvd n,,regina,sk,344 mccarthy blvd. n. regina sk,Regina,4706027,47,50.482016,-104.666163,POINT (-104.666163 50.482016)
8736,lifelabs - towers mall,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,2723,avonhurst drive,,regina,sk,2723 avonhurst drive regina sk,Regina,4706027,47,50.469947,-104.62006,POINT (-104.62006 50.469947)
8737,lifelabs- broad street,medical labratory,Ambulatory health care services,Saskatchewan Health Authorities,,2162,broad street,,regina,sk,2162 broad street regina sk,Regina,4706027,47,50.444417,-104.606971,POINT (-104.606971 50.444417)
8738,lloydminster & area home care services,,Nursing and residential care facilities,Saskatchewan Health Authorities,,3830,43 avenue,S9V1Y3,lloydminster,sk,"3830- 43 avenue lloydminster, sk s9v 1y3","Division No. 18, Unorganized",4718090,47,55.532126,-106.141224,POINT (-106.141224 55.532126)
8739,lloydminster hospital,general,Hospitals,Public Health Agency of Canada,,3820,43 ave,S9V1Y5,lloydminster,sk,3820 - 43rd ave. lloydminster sk s9v 1y5,Lloydminster (Part),4717029,47,53.2726305,-109.9895267,POINT (-109.9895267 53.2726305)
8740,lloydminster mental health & addictions services,,Nursing and residential care facilities,Saskatchewan Health Authorities,,3830-43,avenue,S9V1Y3,lloydminster,sk,"3830-43 avenue lloydminster, sk s9v 1y3","Division No. 18, Unorganized",4718090,47,55.532126,-106.141224,POINT (-106.141224 55.532126)
8741,long lake valley integrated facility,community health centre,Hospitals,Saskatchewan Health Authorities,,,,S0G2J0,imperial,sk,imperial sk s0g 2j0,Imperial,4711008,47,51.344404,-105.443397,POINT (-105.443397 51.344404)
8742,long lake valley integrated facility - imperial,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0G2J0,imperial,sk,,Imperial,,47,,,
8743,loon lake health centre & special care home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0M1L0,loon lake,sk,,Loon Lake,,47,,,
8744,lucky lake health centre,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0L1Z0,lucky lake,sk,,Lucky Lake,,47,,,
8745,lumsden and district heritage home,long-term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,10,aspen bay,S0G3C0,lumsden,sk,10 aspen bay lumsden sk s0g 3c0,Lumsden,4706056,47,50.643841,-104.87462,POINT (-104.87462 50.643841)
8746,lumsden heritage home,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0G3C0,lumsden,sk,,Lumsden,,47,,,
8747,luther special care home,special care,Nursing and residential care facilities,Saskatchewan Health Authorities,,1212,osler street,S7N0T9,saskatoon,sk,"1212 osler street saskatoon, sk s7n 0t9",Saskatoon,4711066,47,52.126672,-106.639456,POINT (-106.639456 52.126672)
8748,maidstone health complex,general,Hospitals,Public Health Agency of Canada,,214,5 ave e,S0M1M0,maidstone,sk,214 5th ave. e. maidstone sk s0m 1m0,Maidstone,4717018,47,53.090537,-109.29367,POINT (-109.29367 53.090537)
8749,mainprize manor & health centre,health centre and long term care,Ambulatory health care services,Saskatchewan Health Authorities,,206,south street,S0C1S0,midale,sk,"206 south street midale, sk s0c 1s0",Cymri No. 36,4702037,47,49.391955,-103.405656,POINT (-103.405656 49.391955)
8750,manitou health centre,,Ambulatory health care services,Saskatchewan Health Authorities,,105,2 avenue w,S0M2C0,neilburg,sk,105 2nd avenue west neilburg sk s0m 2c0,Maidstone,4717018,47,53.086859,-109.288608,POINT (-109.288608 53.086859)
8751,manitou lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0K4T0,watrous,sk,"watrous, sk s0k 4t0",Watrous,4711053,47,51.67472,-105.456189,POINT (-105.456189 51.67472)
8752,maple creek hospital,general,Hospitals,Public Health Agency of Canada,,575,hwy 21 s,S0N1N0,maple creek,sk,575 - hwy. 21 s. maple creek sk s0n 1n0,Maple Creek,4704048,47,49.90328,-109.49,POINT (-109.49 49.90328)
8753,maryfield health centre,community health,Ambulatory health care services,Saskatchewan Health Authorities,,233,main street,S0G3K0,maryfield,sk,"233 main street maryfield, sk s0g 3k0",Maryfield,4701096,47,49.8374043,-101.5238092,POINT (-101.5238092 49.8374043)
8754,maximily medical clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,3100,dewdney avenue,S4T0Y4,regina,sk,3100 dewdney avenue regina saskatchewan s4t 0y4,Regina,4706027,47,50.4554,-104.625605,POINT (-104.625605 50.4554)
8755,meadow lake community services,,Ambulatory health care services,Saskatchewan Health Authorities,,9-711,centre street,S9X1E6,meadow lake,sk,"9-711 centre street meadow lake, sk s9x 1e6",Meadow Lake,4717052,47,54.12368,-108.433387,POINT (-108.433387 54.12368)
8756,meadow lake home care services,,Nursing and residential care facilities,Saskatchewan Health Authorities,,7-711,centre street,S9X1E6,meadow lake,sk,"7-711 centre street meadow lake, sk s9x 1e6",Meadow Lake,4717052,47,54.12368,-108.433387,POINT (-108.433387 54.12368)
8757,meadow lake hospital,,Hospitals,Canadian Institute for Health Information,,7 711,centre street,S9X1E6,meadow lake,sk,7- 711 centre street meadow lake sk s9x1e6 canada,Meadow Lake,4717052,47,54.123882,-108.433623,POINT (-108.433623 54.123882)
8758,meadow lake primary health care centre,,Ambulatory health care services,Saskatchewan Health Authorities,,218,centre street,S9X1Z1,meadow lake,sk,"218 centre street meadow lake, sk s9x 1z1",Meadow Lake,4717052,47,54.130877,-108.433251,POINT (-108.433251 54.130877)
8759,meadow primary health care centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,4006,dewdney avenue,S4T1A2,regina,sk,4006 dewdney avenue regina saskatchewan s4t 1a2,Regina,4706027,47,50.455291,-104.638929,POINT (-104.638929 50.455291)
8760,melfort hospital,hospital,Hospitals,Saskatchewan Health Authorities,,510,broadway avenue,S0E1A0,melfort,sk,"510 broadway avenue melfort, sk s0e 1a0",Melfort,4714051,47,52.865784,-104.614632,POINT (-104.614632 52.865784)
8761,melville public health office,public health office,Ambulatory health care services,Saskatchewan Health Authorities,,200,heritage drive,S0A2P0,melville,sk,"200 heritage drive melville, sk s0a 2p0",Melville,4705074,47,50.93824,-102.822121,POINT (-102.822121 50.93824)
8762,melville/ituna home care office,,Nursing and residential care facilities,Saskatchewan Health Authorities,,200,heritage drive,S0A2P0,melville,sk,"200 heritage drive melville, sk s0a 2p0",Melville,4705074,47,50.93824,-102.822121,POINT (-102.822121 50.93824)
8763,mennonite nursing home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0K3R0,rosthern,sk,"rosthern, sk s0k 3r0",Rosthern No. 403,4715031,47,52.651918,-106.336717,POINT (-106.336717 52.651918)
8764,mental health & addiction services,,Nursing and residential care facilities,Saskatchewan Health Authorities,,270,bradbrooke drive,S3N2K6,yorkton,sk,"270 bradbrooke drive yorkton, sk s3n 2k6",Yorkton,4709012,47,51.201732,-102.480778,POINT (-102.480778 51.201732)
8765,mont st. joseph home,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,777,28 st e,S6V8C2,prince albert,sk,"777 28 st e prince albert, sk s6v 8c2",Prince Albert,4715066,47,53.187033,-105.732751,POINT (-105.732751 53.187033)
8766,montmartre health centre,long-term care/outpatient,Ambulatory health care services,Saskatchewan Health Authorities,,237,2 ave e,S0G3M0,montmartre,sk,237 2nd ave. e montmartre sk s0g 3m0,Montmartre,4706002,47,50.218136,-103.444401,POINT (-103.444401 50.218136)
8767,moose jaw union hospital,general,Hospitals,Public Health Agency of Canada,,455,fairford st e,S6H1H3,moose jaw,sk,455 fairford st. e. moose jaw sk s6h 1h3,Moose Jaw,4707039,47,50.3924803,-105.5246872,POINT (-105.5246872 50.3924803)
8768,moose mountain lodge (lt care),,Nursing and residential care facilities,Saskatchewan Health Authorities,,801,souris ave,S0C0R0,carlyle,sk,"801 souris ave. carlyle, sk s0c 0r0",Carlyle,,47,,,
8769,moose mountain lodge - carlyle,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0C0R0,carlyle,sk,,Carlyle,,47,,,
8770,moosomin hospital,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0G3N0,moosomin,sk,,Moosomin,,47,,,
8771,mossbank primary health care centre,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0H3G0,mossbank,sk,mossbank sk s0h 3g0,Mossbank,,47,,,
8772,mount royal collegiate primary health team,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,2220,rusholme road,S7L4A4,saskatoon,sk,"2220 rusholme road saskatoon, sk s7l 4a4",Saskatoon,4711066,47,52.133602,-106.704974,POINT (-106.704974 52.133602)
8773,naicam health care facility,,Ambulatory health care services,Saskatchewan Health Authorities,,305,1 street s,S0K2Z0,naicam,sk,"305 1st street south naicam, sk s0k 2z0",Naicam,4714032,47,52.41651,-104.497942,POINT (-104.497942 52.41651)
8774,new hope pioneer lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,123,government road n,S0G4T0,stoughton,sk,"123 government road n. stoughton, sk s0g 4t0",Stoughton,4701066,47,49.685511,-103.021717,POINT (-103.021717 49.685511)
8775,new hope pioneer lodge - stoughton,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0G4T0,stoughton,sk,,Stoughton,,47,,,
8776,newmarket manor - tisdale,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0E1T0,tisdale,sk,,Tisdale,,47,,,
8777,nipawin health care facility,,Hospitals,Saskatchewan Health Authorities,,800,6 street e,S0E1E0,nipawin,sk,"800 6th street east nipawin, sk s0e 1e0",Nipawin,4714076,47,53.356182,-104.004036,POINT (-104.004036 53.356182)
8778,nipawin hospital,general,Hospitals,Public Health Agency of Canada,,800,6 st e,S0E1E0,nipawin,sk,800 - 6th st. e. nipawin sk s0e 1e0,Nipawin,4714076,47,53.3559551,-104.0038797,POINT (-104.0038797 53.3559551)
8779,nokomis health centre,long term care,Nursing and residential care facilities,Saskatchewan Health Authorities,,103,2 avenue e nokomis sk sog 3ro,,,sk,"103 2nd avenue e. nokomis, sk sog 3ro",Nokomis,4711044,47,51.507839,-105.009923,POINT (-105.009923 51.507839)
8780,nokomis senior's centre,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,103,2 avenue e nokomis sk sog 3ro,,,sk,"103 2nd avenue e. nokomis, sk sog 3ro",Nokomis,4711044,47,51.507797,-105.009931,POINT (-105.009931 51.507797)
8781,normanview mall medi-clinic,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,330,mccarthy blvd n,S4R7M2,regina,sk,330 mccarthy blvd. n. regina saskatchewan s4r 7m2,Regina,4706027,47,50.481376,-104.666148,POINT (-104.666148 50.481376)
8782,norquay health centre,longterm care,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0A2V0,norquay,sk,"norquay, sk s0a 2v0",Norquay,4709072,47,51.880519,-102.077116,POINT (-102.077116 51.880519)
8783,norquay home care office,home care,Ambulatory health care services,Saskatchewan Health Authorities,,355,east road allowance s,S0A2V0,norquay,sk,"355 east road allowance south norquay, sk s0a 2v0",Norquay,4709072,47,51.880519,-102.077116,POINT (-102.077116 51.880519)
8784,norquay public health office,public health office,Ambulatory health care services,Saskatchewan Health Authorities,,355,east road allowance s,S0A2V0,norquay,sk,"355 east road allowance south norquay, sk s0a 2v0",Norquay,4709072,47,51.880519,-102.077116,POINT (-102.077116 51.880519)
8785,north east (public health office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,,#108-407,ludlow street,S7S1P3,saskatoon,sk,#108407 ludlow street saskatoon sk s7s 1p3,Saskatoon,4711066,47,52.148582,-106.572424,POINT (-106.572424 52.148582)
8786,north network (public health office),public health office,Ambulatory health care services,Saskatchewan Health Authorities,,204,wascana street,,regina,sk,204 wascana street regina sk,Regina,4706027,47,50.475267,-104.640158,POINT (-104.640158 50.475267)
8787,northgate medi clinic,medical clinic,Ambulatory health care services,Saskatchewan Health Authorities,,489,albert street n,S4R3C3,regina,sk,489 albert street north regina saskatchewan s4r 3c3,Regina,4706027,47,50.482566,-104.615204,POINT (-104.615204 50.482566)
8788,northgate medical centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,2711,avonhurst dr,S4R3J3,regina,sk,2711 avonhurst dr. regina sk s4r 3j3,Regina,4706027,47,50.469763,-104.618967,POINT (-104.618967 50.469763)
8789,northland pioneers lodge,,Nursing and residential care facilities,Saskatchewan Health Authorities,,515,3 street w,S9X1L1,meadow lake,sk,"515 3rd street west meadow lake, sk s9x 1l1",Meadow Lake,4717052,47,54.12739,-108.437823,POINT (-108.437823 54.12739)
8790,northwest health facility,general,Hospitals,Public Health Agency of Canada,,2 711,centre st,S9X1E6,meadow lake,sk,2 - 711 centre st. meadow lake sk s9x 1e6,Meadow Lake,4717052,47,54.1235688,-108.4347361,POINT (-108.4347361 54.1235688)
8791,nutana collegiate - primary health team,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,,411-11th street east,S7N0E9,saskatoon,sk,"411-11th street east saskatoon, sk s7n 0e9",Saskatoon,4711066,47,52.119095,-106.661595,POINT (-106.661595 52.119095)
8792,nutrition services,,Ambulatory health care services,Saskatchewan Health Authorities,,1092,107 street,S9A1Z1,north battleford,sk,"1092 107 street north battleford, sk s9a 1z1",North Battleford,4716029,47,52.771802,-108.288771,POINT (-108.288771 52.771802)
8793,oliver lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,1405,faulkner crescent,S7L3R5,saskatoon,sk,"1405 faulkner crescent saskatoon, sk s7l 3r5",Saskatoon,4711066,47,52.142697,-106.690922,POINT (-106.690922 52.142697)
8794,oliver lodge - saskatoon,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S7L3R5,saskatoon,sk,,Saskatoon,,47,,,
8795,oskayak high school - primary health team,primary care,Ambulatory health care services,Saskatchewan Health Authorities,,919,broadway ave,S7N1B8,saskatoon,sk,"919 broadway ave saskatoon, sk s7n 1b8",Saskatoon,4711066,47,52.116186,-106.65636,POINT (-106.65636 52.116186)
8796,our neighbourhood health centre,public health office,Ambulatory health care services,Saskatchewan Health Authorities,,1120,20 street w,S7M0Y8,saskatoon,sk,1120 20th street west saskatoon sk s7m 0y8,Saskatoon,4711066,47,52.126487,-106.687044,POINT (-106.687044 52.126487)
8797,outlook and district health centre,community health centre,Hospitals,Saskatchewan Health Authorities,,500,semple street,S0L2N0,outlook,sk,"500 semple street outlook, sk s0l 2n0",Outlook,4711027,47,51.483679,-107.063,POINT (-107.063 51.483679)
8798,outlook hospital,general,Hospitals,Public Health Agency of Canada,,609,pangman st,S0L2N0,outlook,sk,609 pangman st. outlook sk s0l 2n0,Outlook,4711027,47,51.483632,-107.062979,POINT (-107.062979 51.483632)
8799,pangman health centre,,Ambulatory health care services,Saskatchewan Health Authorities,,211,keeler street,S0C2C0,pangman,sk,"211 keeler street pangman, sk s0c 2c0",Pangman,4702054,47,49.6461658,-104.6644122,POINT (-104.6644122 49.6461658)
8800,paradise hill health centre,general,Hospitals,Public Health Agency of Canada,,,1 ave,S0M2G0,paradise hill,sk,1st ave. paradise hill sk s0m 2g0,Paradise Hill,4717034,47,53.536605,-109.457092,POINT (-109.457092 53.536605)
8801,park plaza medical centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,2036,park street,S4N2G6,regina,sk,2036 park street regina saskatchewan s4n2g6,Regina,4706027,47,50.446022,-104.573241,POINT (-104.573241 50.446022)
8802,parkland integrated health centre,"active acute hospital, long term care",Hospitals,Canadian Institute for Health Information,,,,S0J2E0,shellbrook,sk,,Shellbrook,,47,,,
8803,parkland place,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,402,bemister avenue e,S0E1A0,melfort,sk,"402 bemister avenue east melfort, sk s0e 1a0",Melfort,4714051,47,52.862193,-104.599927,POINT (-104.599927 52.862193)
8804,parkland place - melfort,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0E1A0,melfort,sk,,Melfort,,47,,,
8805,parkridge centre,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,110,gropper crescent,S7M5N9,saskatoon,sk,"110 gropper crescent saskatoon, sk s7m 5n9",Saskatoon,4711066,47,52.127855,-106.729658,POINT (-106.729658 52.127855)
8806,pasqua hospital,hospital (emergency),Hospitals,Saskatchewan Health Authorities,,4101,dewdney avenue,S4T1A5,regina,sk,4101 dewdney avenue regina sk s4t 1a5,Regina,4706027,47,50.454433,-104.638463,POINT (-104.638463 50.454433)
8807,pasqua south medical centre,medical centre,Ambulatory health care services,Saskatchewan Health Authorities,,3515,pasqua street,S4S7G9,regina,sk,3515 pasqua street regina saskatchewan s4s 7g9,Regina,4706027,47,50.423482,-104.640386,POINT (-104.640386 50.423482)
8808,pediatric therapy services,,Ambulatory health care services,Saskatchewan Health Authorities,,1092,107 street,S9A1Z1,north battleford,sk,"1092 107 street north battleford, sk s9a 1z1",North Battleford,4716029,47,52.771802,-108.288771,POINT (-108.288771 52.771802)
8809,pinehouse health centre,,Ambulatory health care services,Saskatchewan Health Authorities,,,,S0J2B0,pinehouse,sk,"pinehouse, sk s0j 2b0",Pinehouse,4718065,47,55.516703,-106.574177,POINT (-106.574177 55.516703)
8810,pineview hospital,hospital,Hospitals,Saskatchewan Health Authorities,,,dr o k hjertaas dr,S6V4B2,prince albert,sk,"dr o. k. hjertaas dr prince albert, sk s6v 4b2",Prince Albert,4715066,47,53.191545,-105.786266,POINT (-105.786266 53.191545)
8811,pineview lodge - nipawin,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S0E1E0,nipawin,sk,,Nipawin,,47,,,
8812,pineview terrace lodge - prince albert,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S6V3H1,prince albert,sk,,Prince Albert,,47,,,
8813,pioneer lodge - moose jaw,long term care,Nursing and residential care facilities,Canadian Institute for Health Information,,,,S6H2Y2,moose jaw,sk,,Moose Jaw,,47,,,
8814,pioneers lodge,nursing home,Nursing and residential care facilities,Saskatchewan Health Authorities,,1000,albert street,S6H2Y2,moose jaw,sk,1000 albert street moose jaw sk s6h 2y2,Moose Jaw,4707039,47,50.398647,-105.561871,POINT (-105.561871 50.398647)
8815,pleasant view care home,retirement home,Nursing and residential care facilities,Saskatchewan Health Authorities,,,,S0A4J0,wadena,sk,"wadena, sk s0a 4j0",Wadena,4710068,47,51.94448,-103.802015,POINT (-103.802015 51.94448)
8816,ponteix health centre,clinic,Ambulatory health care services,Saskatchewan Health Authorities,,428,2 avenue,S0N1Z0,ponteix,sk,"428 2nd avenue ponteix, sk s0n 1z0",Ponteix,4703058,47,49.746771,-107.494359,POINT (-107.494359 49.746771)
8817,population health services / public health services,,Ambulatory health care services,Saskatchewan Health Authorities,,4910,50 street,S9V0Y5,lloydminster,sk,"4910 - 50 street lloydminster, sk s9v 0y5",Lloydminster (Part),4717029,47,53.283455,-110.004157,POINT (-110.004157 53.283455)
